customer_id,age,gender,annual_income,last_visited_days_ago,session_duration,pages_visited,device,purchase
3256,70,female,38055,21,52,7,desktop,0
3257,36,male,176565,13,57,11,desktop,0
3258,59,male,94861,,46,16,desktop,1
3259,52,male,141184,23,,17,tablet,0
3260,,male,136524,0,44,5,mobile,0
3261,43,female,136826,12,39,7,tablet,1
3262,68,nan,56775,21,24,10,tablet,1
3263,22,female,105909,1,9,13,desktop,0
3264,46,male,56253,21,12,,mobile,0
3265,54,nan,71884,,36,15,desktop,0
3266,37,male,96497,0,37,6,tablet,0
3267,66,male,37705,14,9,2,mobile,1
3268,38,female,195748,17,39,4,desktop,0
3269,27,female,111640,8,46,14,tablet,0
3270,22,male,,21,,15,tablet,0
3271,,male,82495,7,,14,mobile,0
3272,23,female,155815,6,59,4,tablet,0
3273,43,nan,28951,8,17,6,tablet,0
3274,21,female,158086,8,33,7,tablet,1
3275,56,nan,56180,10,57,13,tablet,1
3276,56,male,76977,3,47,17,mobile,1
3277,67,female,83209,6,24,17,tablet,0
3278,,female,192980,,15,4,tablet,1
3279,,female,128575,6,29,19,tablet,0
3280,41,nan,70918,3,,20,mobile,1
3281,53,male,159291,11,33,13,mobile,0
3282,23,male,,25,29,9,desktop,1
3283,,male,153542,,15,2,mobile,0
3284,63,male,167615,26,27,20,tablet,1
3285,61,male,170348,16,34,,mobile,0
3286,48,male,140014,19,4,,mobile,0
3287,37,female,187953,,49,17,mobile,0
3288,41,nan,98950,28,48,7,tablet,0
3289,42,female,27749,25,18,17,desktop,0
3290,53,female,44182,30,21,10,desktop,0
3291,,male,97450,2,48,14,desktop,0
3292,47,female,100543,8,8,12,desktop,0
3293,41,male,116487,4,6,12,mobile,1
3294,61,nan,130227,19,54,17,desktop,1
3295,59,female,172455,15,20,19,mobile,0
3296,47,female,98578,7,2,14,mobile,0
3297,39,male,136258,30,51,17,desktop,0
3298,45,female,176484,20,45,15,tablet,0
3299,24,male,,15,22,,desktop,0
3300,52,male,,18,54,,desktop,1
3301,45,female,,15,21,20,mobile,1
3302,31,male,30862,17,6,6,mobile,1
3303,27,male,,14,59,6,desktop,0
3304,33,female,68017,23,32,4,desktop,0
3305,33,female,32939,27,6,1,tablet,1
3306,48,female,124152,17,13,19,tablet,0
3307,59,female,59585,13,1,11,tablet,0
3308,42,female,136315,23,22,7,mobile,0
3309,,nan,124447,15,53,2,tablet,0
3310,,male,174014,4,24,4,mobile,0
3311,61,female,156344,,41,,mobile,0
3312,26,female,195206,15,30,5,desktop,1
3313,62,male,,20,22,9,tablet,0
3314,53,female,199264,,44,11,desktop,1
3315,60,male,179740,,12,18,desktop,1
3316,37,nan,101560,28,26,20,mobile,1
3317,35,female,117435,,4,17,tablet,1
3318,60,male,89283,29,19,13,desktop,0
3319,38,female,,10,16,17,mobile,0
3320,21,male,,1,58,10,desktop,1
3321,67,female,148833,29,12,18,tablet,0
3322,50,female,152679,,33,17,mobile,0
3323,44,male,150654,18,55,,tablet,0
3324,,female,106994,23,21,15,desktop,1
3325,23,female,,4,36,19,mobile,1
3326,,male,179045,2,9,15,desktop,0
3327,35,nan,174189,27,,13,desktop,1
3328,,male,142688,25,,7,tablet,0
3329,28,female,27645,22,,11,mobile,0
3330,37,male,62238,29,,8,desktop,0
3331,41,female,89694,,20,20,tablet,1
3332,32,nan,192845,3,10,16,tablet,0
3333,65,male,36786,28,32,11,mobile,0
3334,24,female,60693,12,28,5,desktop,0
3335,38,female,116447,26,10,7,mobile,0
3336,59,male,177650,24,8,16,mobile,0
3337,43,female,197480,21,52,16,desktop,0
3338,61,nan,,13,47,20,mobile,0
3339,31,female,104845,0,33,17,mobile,0
3340,54,female,35076,,59,19,mobile,1
3341,38,male,39377,20,47,15,tablet,0
3342,35,male,,6,56,15,desktop,1
3343,22,female,147368,22,49,20,mobile,1
3344,,female,,5,13,15,tablet,0
3345,40,female,,,44,3,tablet,0
3346,43,female,,14,35,12,mobile,0
3347,54,female,46245,7,55,6,desktop,1
3348,41,male,173169,1,51,,tablet,0
3349,66,female,87092,13,29,5,mobile,0
3350,36,female,129454,28,56,11,desktop,1
3351,68,nan,152223,,5,12,desktop,1
3352,,male,172770,28,3,7,mobile,0
3353,38,male,168673,22,53,9,tablet,0
3354,29,female,177879,9,37,18,desktop,0
3355,58,male,196374,14,56,14,desktop,0
3356,50,male,159111,22,,4,desktop,0
3357,67,male,67427,3,41,8,desktop,0
3358,70,male,91839,,6,16,tablet,0
3359,21,female,170125,9,48,4,tablet,0
3360,59,female,136801,1,42,19,mobile,0
3361,24,female,130845,3,16,6,mobile,1
3362,39,male,,19,35,,tablet,0
3363,50,nan,109147,,18,15,mobile,1
3364,34,male,75413,,11,12,desktop,0
3365,41,male,,5,51,12,tablet,0
3366,51,male,,13,57,2,desktop,0
3367,45,nan,46597,22,23,9,tablet,0
3368,,nan,97521,,47,3,tablet,0
3369,58,female,114243,,11,1,mobile,0
3370,56,male,88908,25,59,14,tablet,0
3371,39,female,75188,0,57,13,mobile,0
3372,66,male,54710,18,29,,tablet,0
3373,34,male,138493,24,54,7,desktop,0
3374,51,female,69249,0,56,14,desktop,0
3375,23,male,54247,12,42,16,desktop,0
3376,63,female,46408,7,27,18,desktop,0
3377,,male,96313,17,9,14,desktop,0
3378,51,male,25443,21,35,1,desktop,1
3379,18,female,150270,2,55,6,tablet,0
3380,27,male,151151,22,9,10,mobile,0
3381,,male,116818,17,,6,tablet,1
3382,22,male,189417,19,44,,desktop,1
3383,19,female,163973,25,,7,desktop,0
3384,39,nan,193804,8,21,17,tablet,0
3385,65,male,168579,5,56,14,mobile,0
3386,19,male,101785,,48,7,mobile,1
3387,27,female,146691,1,36,9,mobile,0
3388,51,female,55391,25,1,19,mobile,0
3389,33,female,54171,29,27,11,desktop,1
3390,65,female,135019,24,45,3,desktop,0
3391,68,nan,27485,30,58,4,mobile,0
3392,,male,147628,3,40,5,tablet,1
3393,39,female,130104,24,38,4,tablet,1
3394,29,female,135427,29,29,13,desktop,0
3395,41,male,110153,17,40,9,tablet,0
3396,64,female,57748,6,19,,desktop,0
3397,57,male,154950,,,16,desktop,0
3398,,female,153021,10,56,6,mobile,0
3399,27,male,171953,4,44,10,mobile,0
3400,52,male,107150,7,1,13,mobile,1
3401,68,female,109364,10,36,3,mobile,1
3402,66,female,135925,29,23,11,mobile,1
3403,49,male,29958,23,13,3,mobile,1
3404,,male,159769,,30,7,tablet,0
3405,38,male,107160,29,59,,mobile,0
3406,37,male,35493,19,49,1,mobile,0
3407,43,male,193873,28,51,4,desktop,0
3408,21,nan,41199,19,51,8,desktop,1
3409,63,nan,185560,14,54,20,mobile,0
3410,69,nan,,23,37,17,desktop,0
3411,39,male,131545,2,60,5,tablet,0
3412,32,female,69002,6,11,17,tablet,1
3413,57,female,43731,23,7,9,tablet,0
3414,38,male,158148,7,35,,tablet,1
3415,32,male,21071,10,11,,mobile,0
3416,39,female,119926,9,49,5,tablet,0
3417,,male,,19,43,4,tablet,0
3418,,nan,61410,8,47,3,tablet,1
3419,31,nan,114948,,51,8,tablet,1
3420,44,nan,61041,25,40,5,desktop,1
3421,58,female,143616,,48,5,tablet,0
3422,57,male,73326,23,21,,tablet,0
3423,45,male,189621,21,47,15,desktop,0
3424,43,female,73096,4,3,8,desktop,1
3425,66,male,197462,14,30,7,mobile,0
3426,19,female,197124,3,24,17,desktop,0
3427,42,male,,4,38,12,desktop,0
3428,20,female,81292,30,3,,desktop,0
3429,25,nan,95419,,37,20,tablet,0
3430,61,female,193211,14,33,18,mobile,0
3431,50,male,107753,26,22,4,mobile,1
3432,59,male,161779,16,31,10,tablet,1
3433,69,female,164212,22,46,3,mobile,0
3434,52,nan,31093,7,12,5,tablet,1
3435,,nan,,27,45,12,desktop,0
3436,56,female,92043,24,14,5,tablet,1
3437,69,male,144534,28,57,5,tablet,0
3438,40,male,156902,18,12,4,desktop,1
3439,42,male,181680,30,55,6,desktop,1
3440,67,female,122865,8,27,10,mobile,0
3441,60,female,144678,9,13,6,tablet,1
3442,36,female,,4,24,,desktop,0
3443,22,female,53427,9,38,16,mobile,1
3444,68,female,179467,21,59,11,tablet,0
3445,28,nan,149849,0,53,6,desktop,1
3446,29,male,129839,,47,,desktop,0
3447,27,female,112662,24,60,18,tablet,0
3448,25,male,37970,21,54,6,desktop,1
3449,41,male,90218,23,55,17,tablet,1
3450,45,male,94362,3,48,12,tablet,1
3451,58,male,174443,20,,17,tablet,1
3452,53,female,170338,,8,18,desktop,0
3453,54,female,170267,22,37,10,desktop,1
3454,38,male,130949,6,15,20,tablet,1
3455,25,male,146895,,7,12,mobile,0
3456,26,female,47315,4,,4,tablet,1
3457,64,male,103804,19,49,10,tablet,1
3458,32,male,61581,7,,5,tablet,1
3459,65,nan,,16,24,4,mobile,0
3460,63,female,117357,0,43,16,desktop,1
3461,57,female,139761,21,7,5,desktop,1
3462,35,nan,133984,17,43,19,tablet,0
3463,59,male,112449,11,60,6,tablet,1
3464,37,nan,173256,2,28,,desktop,0
3465,23,male,174351,19,2,10,tablet,0
3466,29,male,177642,,34,7,desktop,0
3467,19,male,150522,15,60,14,mobile,0
3468,24,female,63030,17,38,10,tablet,0
3469,33,female,82245,9,3,,desktop,0
3470,20,male,55133,,1,11,desktop,0
3471,62,female,194877,14,31,,mobile,0
3472,20,nan,63998,9,56,12,tablet,0
3473,44,male,168310,0,23,4,mobile,1
3474,67,female,135603,18,20,13,desktop,1
3475,,female,68245,,16,3,desktop,0
3476,57,male,,12,46,13,mobile,1
3477,55,male,90474,24,32,20,mobile,1
3478,50,female,111228,,17,19,mobile,1
3479,45,female,85074,7,18,15,tablet,0
3480,,male,,2,57,,desktop,0
3481,25,male,176647,20,,20,tablet,1
3482,,male,,18,35,4,tablet,0
3483,49,female,175472,13,40,,mobile,0
3484,65,nan,175218,10,36,15,tablet,0
3485,60,female,26846,,23,4,tablet,0
3486,,male,191424,11,,6,mobile,0
3487,,female,43694,10,13,2,mobile,0
3488,47,female,41740,27,,4,mobile,0
3489,,female,50996,10,14,18,desktop,0
3490,63,female,83874,21,37,15,desktop,0
3491,,male,117661,20,5,12,tablet,0
3492,49,female,126945,26,59,,tablet,0
3493,26,nan,195272,,22,12,desktop,0
3494,29,female,42970,29,28,9,tablet,0
3495,28,male,161967,9,45,7,mobile,1
3496,63,male,189143,15,4,8,desktop,1
3497,33,male,,7,50,20,tablet,0
3498,,male,108890,5,38,10,tablet,0
3499,,male,77300,29,29,11,tablet,0
3500,70,male,81915,30,37,2,desktop,0
3501,38,female,159516,18,35,4,desktop,1
3502,47,female,95147,,20,9,desktop,0
3503,30,female,,,35,8,mobile,0
3504,51,male,86535,12,35,5,tablet,0
3505,21,female,23760,0,20,14,tablet,1
3506,,nan,187956,20,2,2,mobile,1
3507,55,male,122715,,52,17,desktop,0
3508,48,female,145491,26,58,8,desktop,0
3509,44,nan,177094,1,59,2,desktop,0
3510,22,female,150992,,18,15,mobile,1
3511,42,male,194202,1,30,2,tablet,0
3512,20,nan,194953,24,42,11,mobile,0
3513,50,male,82399,10,56,14,tablet,1
3514,21,female,,12,58,10,tablet,1
3515,,female,,30,53,7,tablet,0
3516,37,male,133286,9,29,14,mobile,0
3517,51,male,180711,,39,,desktop,1
3518,43,female,185693,21,59,2,desktop,1
3519,22,female,,,52,10,mobile,1
3520,52,male,157967,28,58,1,tablet,0
3521,45,female,113515,0,22,1,mobile,1
3522,,female,72142,30,29,3,desktop,0
3523,26,female,147157,13,60,11,mobile,0
3524,69,male,163624,9,46,19,tablet,0
3525,55,male,112930,17,10,9,desktop,0
3526,67,female,199893,10,20,13,tablet,0
3527,23,male,117812,6,16,4,mobile,0
3528,36,female,184702,14,6,20,tablet,0
3529,61,female,90063,2,17,6,mobile,0
3530,,male,150990,1,6,2,desktop,1
3531,19,male,32247,21,22,9,desktop,0
3532,,male,37603,7,18,18,desktop,0
3533,61,female,122099,30,32,4,tablet,0
3534,61,female,196636,7,28,1,mobile,1
3535,26,male,20527,10,42,,mobile,0
3536,38,male,,15,10,20,mobile,1
3537,41,nan,70314,1,41,17,tablet,0
3538,51,female,196796,21,22,19,mobile,0
3539,39,female,37230,27,28,3,desktop,1
3540,20,female,112229,4,15,,mobile,0
3541,29,male,92495,6,43,3,tablet,0
3542,45,male,121390,19,29,4,desktop,0
3543,47,female,193802,,7,13,desktop,1
3544,43,male,,12,50,,tablet,1
3545,65,male,133723,1,34,12,desktop,0
3546,38,male,,25,32,3,mobile,0
3547,45,male,151517,,2,8,tablet,1
3548,43,female,,8,26,1,mobile,0
3549,50,male,161035,,45,18,tablet,0
3550,,female,140801,23,11,13,tablet,0
3551,52,female,166509,,,7,tablet,0
3552,69,nan,,,19,13,mobile,1
3553,51,female,101947,20,20,17,tablet,1
3554,58,female,161919,12,33,13,desktop,0
3555,68,nan,154308,4,17,,mobile,0
3556,64,female,81897,22,52,11,tablet,1
3557,35,female,138636,6,,14,tablet,0
3558,28,female,33487,16,18,10,mobile,0
3559,40,female,,27,32,8,desktop,0
3560,65,female,33155,14,40,6,desktop,0
3561,39,female,31255,29,45,,tablet,0
3562,34,female,140860,4,4,19,tablet,1
3563,22,female,153051,23,32,12,desktop,1
3564,61,male,145596,6,19,7,tablet,0
3565,28,male,172377,26,3,18,desktop,0
3566,47,male,94543,1,38,,desktop,0
3567,32,female,55094,29,28,18,desktop,0
3568,44,nan,186170,23,,3,desktop,1
3569,52,nan,184842,17,54,9,tablet,0
3570,50,male,29734,9,6,6,mobile,0
3571,37,male,59605,0,56,1,mobile,0
3572,33,male,97932,26,40,10,desktop,0
3573,51,nan,144109,26,57,8,tablet,1
3574,19,male,47881,13,17,17,mobile,0
3575,52,male,182249,26,42,3,mobile,0
3576,57,female,,18,56,3,desktop,0
3577,,male,55297,15,5,3,desktop,1
3578,64,female,131513,18,19,7,tablet,1
3579,56,male,56680,5,43,11,mobile,1
3580,23,female,103452,,42,18,desktop,0
3581,26,female,71044,2,35,5,desktop,0
3582,37,female,195156,6,22,2,tablet,0
3583,18,female,,23,24,14,desktop,0
3584,25,female,164582,2,10,1,desktop,0
3585,40,male,110502,24,2,4,desktop,1
3586,20,female,42152,16,28,14,desktop,1
3587,21,female,104738,14,41,15,desktop,0
3588,42,nan,177517,18,37,20,tablet,0
3589,64,female,152267,27,53,20,desktop,0
3590,,male,124533,18,17,17,mobile,0
3591,32,female,45433,22,6,3,desktop,1
3592,,male,156377,,43,4,desktop,1
3593,52,female,68648,26,59,18,mobile,0
3594,70,female,62113,20,5,1,mobile,0
3595,70,male,123504,19,39,5,desktop,0
3596,63,male,150431,1,7,18,tablet,0
3597,69,male,,6,32,13,mobile,0
3598,31,female,,18,4,14,tablet,1
3599,,male,91633,6,21,20,desktop,0
3600,29,female,61604,9,42,,desktop,0
3601,34,male,,11,32,6,mobile,0
3602,56,male,,22,56,11,mobile,1
3603,26,female,199575,26,18,9,tablet,0
3604,52,male,145015,17,33,20,desktop,1
3605,30,male,106940,22,14,19,mobile,0
3606,32,female,36494,5,6,7,mobile,0
3607,35,female,195257,,11,10,mobile,1
3608,68,female,160750,19,46,7,tablet,0
3609,50,male,188704,26,20,5,desktop,1
3610,,male,66235,20,29,4,mobile,0
3611,,male,152720,27,58,17,mobile,0
3612,40,male,101213,7,35,5,mobile,0
3613,44,male,36489,4,,17,desktop,1
3614,51,female,97281,2,48,17,tablet,1
3615,63,male,156890,1,7,17,tablet,0
3616,55,nan,128190,21,40,,desktop,0
3617,31,male,144613,5,59,2,tablet,0
3618,53,female,184221,6,60,19,tablet,0
3619,70,male,178384,7,,9,mobile,0
3620,25,male,188196,3,44,20,tablet,0
3621,52,female,124222,11,44,15,mobile,0
3622,36,male,21316,23,31,19,tablet,1
3623,47,nan,80046,11,42,5,mobile,0
3624,31,male,98643,,44,13,desktop,1
3625,37,male,117504,21,43,4,desktop,0
3626,66,female,135594,21,43,13,tablet,0
3627,42,male,84042,,47,6,mobile,0
3628,57,female,148295,,6,12,desktop,0
3629,,male,174174,11,29,9,desktop,0
3630,31,male,,27,27,15,tablet,0
3631,43,male,145782,20,43,15,mobile,0
3632,55,nan,183029,30,2,,mobile,1
3633,,male,163944,16,56,5,desktop,0
3634,39,male,70094,22,22,5,tablet,1
3635,,male,67719,9,,5,desktop,0
3636,36,female,141103,30,9,14,desktop,1
3637,63,male,148826,29,11,2,tablet,1
3638,68,male,170765,18,,9,tablet,1
3639,20,nan,70478,25,45,14,tablet,0
3640,59,female,63677,25,13,15,mobile,0
3641,36,female,,10,54,4,tablet,0
3642,26,male,31584,19,54,6,tablet,0
3643,45,male,22106,21,60,14,desktop,0
3644,37,nan,164741,23,18,5,tablet,0
3645,62,nan,45223,12,53,11,tablet,1
3646,24,male,,,25,14,desktop,0
3647,31,female,,,,7,mobile,0
3648,26,male,80369,11,52,14,tablet,0
3649,,female,185215,24,10,13,desktop,0
3650,64,female,175312,23,58,18,mobile,0
3651,,male,,25,,,mobile,0
3652,31,male,102164,9,51,9,tablet,1
3653,55,male,71500,21,49,11,mobile,1
3654,70,male,83925,6,1,20,tablet,0
3655,53,male,110979,23,33,11,mobile,1
3656,57,male,116355,1,49,6,mobile,1
3657,34,male,74909,20,15,1,mobile,0
3658,47,female,31565,28,29,5,tablet,0
3659,26,male,47597,6,2,14,mobile,1
3660,50,male,85623,7,11,,desktop,0
3661,,female,160504,20,53,,desktop,1
3662,42,male,94300,18,34,19,mobile,0
3663,31,male,111837,30,,20,tablet,0
3664,28,male,69314,5,41,8,desktop,0
3665,70,male,61965,20,19,8,mobile,1
3666,52,female,117449,7,2,16,desktop,0
3667,58,female,87957,24,48,18,desktop,1
3668,31,male,194787,24,20,8,desktop,0
3669,47,male,48317,27,41,9,desktop,1
3670,58,female,139191,27,52,,desktop,0
3671,21,male,86753,21,31,2,mobile,1
3672,21,female,55242,30,60,,desktop,1
3673,45,female,152001,19,53,18,mobile,0
3674,25,female,126262,3,4,,desktop,0
3675,19,male,119806,24,29,12,tablet,0
3676,,male,,19,56,15,mobile,0
3677,,male,33580,23,30,,tablet,0
3678,39,female,124134,,13,1,tablet,1
3679,,male,115967,4,15,,desktop,0
3680,33,male,40742,28,20,13,desktop,0
3681,46,female,37833,5,34,,desktop,0
3682,66,male,116421,18,28,1,desktop,0
3683,65,male,91347,11,20,,desktop,0
3684,47,male,94155,4,50,13,tablet,0
3685,29,female,109791,4,25,20,tablet,1
3686,52,male,164599,30,27,9,desktop,0
3687,28,female,134527,29,30,16,desktop,0
3688,63,female,61057,17,56,11,mobile,0
3689,67,nan,64261,25,41,3,mobile,0
3690,38,male,151114,5,20,17,tablet,0
3691,,male,42769,8,1,2,tablet,1
3692,22,male,,10,,9,tablet,0
3693,65,female,189725,30,55,9,desktop,0
3694,37,female,,22,49,16,tablet,0
3695,54,male,159648,13,43,,tablet,0
3696,20,female,196946,23,24,17,tablet,0
3697,,male,56345,1,25,10,mobile,0
3698,50,male,,26,,20,tablet,0
3699,,male,,28,53,5,tablet,0
3700,26,male,89428,13,12,8,mobile,1
3701,,male,24321,24,11,,tablet,0
3702,21,male,25776,18,30,5,desktop,0
3703,52,male,36119,9,60,4,mobile,1
3704,34,female,181641,4,13,8,tablet,0
3705,51,male,150078,29,47,7,mobile,0
3706,41,female,189668,22,25,5,tablet,0
3707,,female,72967,3,52,10,tablet,1
3708,18,male,184135,6,,17,mobile,0
3709,25,female,173412,23,17,6,desktop,0
3710,62,female,95723,30,12,10,mobile,0
3711,40,female,132620,12,59,16,desktop,0
3712,64,male,157740,9,,10,desktop,1
3713,57,male,100880,29,52,4,mobile,1
3714,,male,28195,9,11,2,tablet,0
3715,29,male,122658,3,10,1,desktop,0
3716,63,male,77995,15,,3,mobile,1
3717,64,female,150112,14,60,13,tablet,0
3718,,female,58250,20,54,12,tablet,1
3719,58,male,167148,,45,1,tablet,0
3720,36,nan,35376,18,16,10,mobile,0
3721,43,female,,20,52,6,mobile,0
3722,69,female,63442,,20,9,tablet,0
3723,46,female,25392,2,49,1,tablet,0
3724,39,male,178178,14,5,12,tablet,1
3725,57,male,44809,15,41,5,tablet,0
3726,38,male,135095,13,54,1,mobile,0
3727,68,female,151765,28,56,2,tablet,0
3728,55,female,119473,4,32,14,desktop,0
3729,,male,114769,25,27,2,desktop,0
3730,46,male,94710,16,,5,mobile,1
3731,68,female,31352,17,41,10,desktop,0
3732,21,male,156064,18,48,20,desktop,1
3733,24,male,73076,0,7,6,desktop,0
3734,45,female,43354,,46,5,mobile,0
3735,45,female,154384,26,14,2,desktop,0
3736,21,male,65833,27,39,9,tablet,1
3737,39,female,,26,24,10,desktop,0
3738,29,nan,132363,24,48,8,desktop,1
3739,62,female,119992,8,18,6,desktop,0
3740,20,female,86003,20,60,5,tablet,1
3741,39,male,178264,13,38,18,mobile,0
3742,61,nan,127841,,39,20,mobile,0
3743,19,male,,20,,18,desktop,0
3744,41,female,109199,,40,2,tablet,0
3745,,male,139195,27,1,12,desktop,0
3746,44,nan,188561,20,17,8,mobile,0
3747,58,female,127507,22,26,4,mobile,0
3748,18,male,191381,10,51,20,tablet,0
3749,25,female,,23,22,4,tablet,0
3750,40,male,48273,1,39,9,mobile,1
3751,55,female,198625,19,18,9,mobile,0
3752,23,female,49473,23,38,12,mobile,1
3753,39,male,81410,22,28,14,desktop,1
3754,42,female,148536,24,21,3,mobile,0
3755,35,female,164751,4,38,6,mobile,0
3756,34,male,112981,21,33,15,tablet,0
3757,29,female,65310,30,30,19,mobile,0
3758,23,male,103406,26,42,4,mobile,0
3759,43,male,132765,23,,1,tablet,1
3760,44,male,45992,14,8,9,mobile,1
3761,25,female,49433,11,30,16,tablet,1
3762,36,female,45933,13,39,9,tablet,0
3763,59,male,196092,,,12,tablet,1
3764,18,female,180308,10,33,14,tablet,0
3765,46,male,160842,30,58,15,tablet,1
3766,62,female,89285,20,57,16,tablet,0
3767,66,male,130121,29,43,8,tablet,0
3768,52,male,142747,8,,10,mobile,0
3769,57,female,186343,19,29,14,desktop,0
3770,31,male,131682,7,31,17,mobile,0
3771,52,male,43439,11,3,3,tablet,1
3772,65,female,115826,29,50,4,tablet,0
3773,62,male,162173,2,38,16,mobile,0
3774,37,male,112776,20,11,14,desktop,0
3775,,female,139070,14,5,14,mobile,0
3776,30,male,195989,,31,,mobile,0
3777,55,male,112345,,20,8,mobile,1
3778,66,male,132923,,4,18,desktop,0
3779,63,male,103459,27,8,7,tablet,1
3780,66,male,192268,6,42,3,desktop,0
3781,25,nan,174641,16,35,6,mobile,1
3782,60,male,139598,11,13,20,mobile,0
3783,37,nan,192959,19,49,16,desktop,1
3784,50,female,171965,,5,4,desktop,0
3785,43,male,107971,17,40,19,tablet,0
3786,56,male,143299,28,19,2,tablet,0
3787,38,female,183471,14,18,4,desktop,0
3788,70,nan,45236,22,,2,tablet,1
3789,66,nan,134679,27,4,7,mobile,0
3790,59,male,100570,27,59,15,desktop,0
3791,60,male,116621,2,18,17,tablet,0
3792,58,male,,18,,14,mobile,1
3793,26,male,76437,14,24,11,desktop,0
3794,41,female,98179,15,43,17,tablet,0
3795,54,female,186141,21,29,5,mobile,0
3796,66,female,189632,,31,14,desktop,1
3797,58,female,193499,16,,17,tablet,0
3798,34,female,,30,28,20,mobile,0
3799,41,male,84557,30,9,2,mobile,1
3800,38,male,92752,30,45,,mobile,0
3801,68,male,68534,0,26,4,mobile,0
3802,56,male,124303,10,49,8,desktop,1
3803,58,male,,5,47,1,mobile,0
3804,,female,143295,22,2,10,desktop,0
3805,30,female,135287,8,6,1,desktop,0
3806,28,male,27288,19,,,tablet,0
3807,63,male,129570,15,26,4,desktop,0
